1,cmn,我们试试看！,Let's try something.
2,cmn,我该去睡觉了。,I have to go to sleep.
3,cmn,你在干什麽啊？,What are you doing?
4,cmn,这是什麽啊？,What is it?
5,cmn,今天是６月１８号，也是Muiriel的生日！,Today is June 18th and it is Muiriel's birthday!
6,cmn,生日快乐，Muiriel！,"Happy birthday, Muiriel!"
7,cmn,Muiriel现在20岁了。,Muiriel is 20 now.
8,cmn,"密码是""Muiriel""。","The password is ""Muiriel""."
9,cmn,我很快就会回来。,I will be back soon.
10,cmn,我不知道。,I have no idea.
11,cmn,我不知道应该说什麽才好。,I'm at a loss for words.
12,cmn,这个永远完不了了。,This is never going to end.
13,cmn,我只是不知道应该说什麽而已……,I just don't know what to say.
14,cmn,那是一隻有恶意的兔子。,That was an evil bunny.
15,cmn,我以前在山里。,I was in the mountains.
16,cmn,那是一张近照吗？,Is it a recent picture?
17,cmn,我不知道我有没有时间。,I don't know if I have the time.
18,cmn,刚才我的麦克风没起作用，不知道为什麽。,For some reason the microphone didn't work earlier.
19,cmn,到了最后，大家一定要靠自己学习。,Everyone must learn on their own in the end.
20,cmn,世界上的教育都让我失望。,Education in this world disappoints me.
21,cmn,选择什么是“对”或“错”是一项艰难的任务，我们却必须要完成它。,"It is a difficult task, choosing what is ""right"" or ""wrong"", but you have to do it."
22,cmn,这样做的话什麽都不会改变的。,That won't change anything.
23,cmn,这个要三十欧元。,This will cost €30.
24,cmn,我一天赚一百欧元。,I make €100 a day.
25,cmn,也许我会马上放弃然后去睡一觉。,I may give up soon and just nap instead.
26,cmn,那是不会发生的。,That won't happen.
27,cmn,我会尽量不打扰你复习。,I will try not to interrupt you while you are studying.
28,cmn,不要担心。,Don't worry.
29,cmn,我很想你。,I miss you.
30,cmn,我明天回来的时候会跟他们联络。,I'll call them tomorrow when I come back.
31,cmn,我一直都比较喜欢神秘一点的人物。,I always liked mysterious characters more.
32,cmn,你应该去睡觉了吧。,You should sleep.
33,cmn,我要走了。,I'm going to go.
34,cmn,我请他们再寄给我一张票。,I told them to send me another ticket.
35,cmn,我不能活那种命。,I can't live that kind of life.
36,cmn,我曾经想过当个太空物理学家。,I once wanted to be an astrophysicist.
37,cmn,我从来没喜欢过生物学。,I never liked biology.
38,cmn,可惜这是真的。,It is unfortunately true.
39,cmn,大部份的人觉得我疯了。,Most people think I'm crazy.
40,cmn,不，我不是！你才是！,No I'm not; you are!
41,cmn,那是我该说的话!,That's MY line!
42,cmn,他在踢我！,He's kicking me!
43,cmn,你肯定吗？,Are you sure?
