4754631,cmn,我們需要更多。,We need more.
4754633,cmn,告訴我們多一點。,Tell us more.
4754634,cmn,他想要更多。,He wants more.
4754636,cmn,他們想要更多。,They want more.
4754638,cmn,我們做多一點。,Let's make some more.
4754639,cmn,你想要更多嗎？,Do you want more?
4754645,cmn,慢一點。,Slow down.
4754646,cmn,我晚一點再打。,I will call back a bit later.
4754649,cmn,給我多一點牛奶！,Give me some more milk!
4754659,cmn,我們需要多一點咖啡。,We need some more coffee.
4754660,cmn,我會晚一點回來。,I will be back late.
4754662,cmn,謙虛一點。,Try to be a bit more modest.
4754663,cmn,說話大聲一點！,Speak louder!
4754668,cmn,他還說了什麼？,What else did he say?
4754670,cmn,我決定更努力讀書。,I'm going to study harder.
4754672,cmn,你該多吃點。,Have some more.
4754677,cmn,她想要更多。,She wants more
4754679,cmn,她比我更高。,She is taller than me.
4754682,cmn,哪一個最簡單？,Which one is easier?
4754696,cmn,我需要作筆記。,I need to take notes.
4757220,cmn,为什么你要试图隐藏自己的情感？,Why are you trying to hide your feelings?
4757225,cmn,玛丽把她的衣服挂在晾衣绳上。,Mary hung her clothes on the clothesline.
4757226,cmn,我们能去别的地方吗？,Could we go somewhere else?
4757227,cmn,我们能去别的地方谈谈吗？,Could we go somewhere and talk?
4757228,cmn,要是你老打游戏的话，你的视力会下降的。,You're going to wreck your eyesight if you play games all the time.
4757229,cmn,汤姆努力工作按时完成工作。,Tom worked hard to get the work done on time.
4757230,cmn,汤姆努力工作挣了好多钱。,Tom worked very hard and earned a lot of money.
4757231,cmn,要是汤姆系上安全带的话，他就不会死的。,Tom would still be alive if he had been wearing his seat belt.
4757232,cmn,感觉自己对别人而言就是个累赘，不会有人爱上我的。,"I feel that I am a burden to everyone, that no one will ever love me."
4757233,cmn,我承认我很累。,I confess that I'm tired.
4757234,cmn,我不喜欢跟人打交道。,I don't like to socialize.
4757235,cmn,我知道自己是个累赘，你没必要反复提。,I know I'm a burden; you don't have to repeat it.
4757236,cmn,你想买什么蔬菜？,What vegetables do you want to buy?
4757237,cmn,试试吧。,Try some.
4757238,cmn,这是台旧设备。,This is an old device.
4757239,cmn,这是个旧部件。,This is an old unit.
4757240,cmn,我同他们没有过共同之处。,I had nothing in common with them.
4757241,cmn,我觉得汤姆有外遇。,I think Tom's cheating.
4757242,cmn,汤姆这次做得比上次好。,Tom did better this time than he did last time.
