4189361,cmn,在德國北部有很多美麗的城堡？,There are many beautiful castles in northern Germany.
4189366,cmn,他承諾不會和任何人說這件事。,He promised not to tell anyone about it.
4189388,cmn,我想買幾副墨鏡。,I want to buy a few pairs of sunglasses.
4189399,cmn,我住在馬爾他。,I live in Malta.
4189400,cmn,他下了公車。,He got off the bus.
4189974,cmn,我們是親密的朋友。,We're intimate friends.
4193497,cmn,現在是三時正。,It is exactly three o'clock now.
4193499,cmn,你認識他們嗎？,Do you happen to know them?
4193501,cmn,這個童話故事很淺白，七歲的小孩也看得懂。,This fairy tale is easy enough for a seven-year-old child to read.
4193565,cmn,紅色的魚在海裡游。,The red fish is swimming in the ocean.
4193788,cmn,我唯一想做的是去釣魚。,All I want to do is go fishing.
4208521,cmn,你能请她打电话给我吗？,Could you ask her to call me?
4208524,cmn,这在阿拉伯语中代表什么？,What does this mean in Arabic?
4208525,cmn,那在阿拉伯语中代表什么意思？,What does that mean in Arabic?
4208526,cmn,我只是在写一封信给我的女友。,I'm just writing a letter to my girlfriend.
4208529,cmn,“我认为完美是丑陋的”，他说道。“人们做的事情，我希望看到的是创伤，失败，混乱，扭曲。”,"I think perfection is ugly, he said. ""Somewhere in the things that humans make, I want to see scars, failure, disorder, distortion."""
4208533,cmn,你认为今年在维基百科上被最多人阅读的日文版本的文章是哪篇？,What do you think was the most read article this year on the Japanese version of Wikipedia?
4208536,cmn,我想试试这件。请问哪里是试衣间？,I'd like to try this on. Where are the fitting rooms?
4208542,cmn,不可理喻,Nonsense!
4208543,cmn,你确定？,Really?
4208550,cmn,你总是挖苦我的着装。,You are always digging at me about my clothes.
4208557,cmn,"虽然我承认你说的,但是我仍然认为你是错的。","Admitting what you say, I still think you are in the wrong."
4214160,cmn,我要订官舱。,I want to reserve a first-class stateroom.
4218322,cmn,她很倔。,She is obstinate.
4218333,cmn,你这个畜牲，给我滚开！,"You filthy beast, get out of here!"
4218454,cmn,这就是抉择所在。,This is the dilemma.
4218621,cmn,那是一个笔误。,It's a slip of the pen.
4223727,cmn,我揍你!,I'll beat you up!
4247369,cmn,一個墨西哥人教了他西班牙文。,A Mexican taught him Spanish.
4247370,cmn,我能流利地說西班牙文。,I can speak Spanish fluently.
4247384,cmn,Yaguatí說西班牙語和瓜拉尼語。,Yaguatí speaks Spanish and Guaraní.
4247391,cmn,他有能力教授西班牙文。,He is capable of teaching Spanish.
4257054,cmn,最近总是下雨。,It's been raining all the time lately.
4260190,cmn,对事不对人。,"Address the matters, and not the people involved."
4261676,cmn,做得好！,Well done!
4261692,cmn,你來自哪個行星？,What planet are you from?
4261694,cmn,我來自別的行星。,I'm from a different planet.
4261695,cmn,地球是一個行星。,Earth is a planet.
4261697,cmn,火星是「紅色的行星」。,"Mars is ""the Red Planet""."
4261698,cmn,那個行星叫土星。,That planet is called Saturn.
4261742,cmn,Tom汞中毒，因為他每天吃罐裝鮪魚。,Tom got mercury poisoning from eating canned tuna every day.
4262044,cmn,你想要知道如何避免皺紋嗎？,Would you like to know how to prevent getting wrinkles?
4262069,cmn,家庭是社會的核心。,The family is the fundamental unit of society.
4262103,cmn,她聳了聳肩。,She shrugged her shoulders.
4262117,cmn,你知道显微镜和望远镜的差别吗？,Do you know the difference between a microscope and a telescope?
4262122,cmn,金星沒有衛星。,Venus has no moons.
4262127,cmn,你知道不是那样的。,You know that's not right.
4262132,cmn,不知道怎么回事，她昨天晚上没回家。,For some reason she didn't come home last night.
4262212,cmn,我一点法语都不懂。,I don't understand any French.
4262336,cmn,汤姆完全是为你着想。,Tom is totally into you.
4262341,cmn,那让我奇怪吗？,Does that make me weird?
4262344,cmn,你确定汤姆落后这个？,Are you sure that Tom is behind this?
4262348,cmn,汤姆住在波士顿多久了？,How long has Tom been living in Boston?
4262351,cmn,这是一本关于公共政策的书。,This is a book about public policy.
4262353,cmn,和你妹妹一起更好。,It would be better with your younger sister.
4262355,cmn,有时候和你妹妹一起更好。,It can be better with your younger sister.
4262361,cmn,他有一个数学硕士学位。,He has a master's degree in mathematics.
4262367,cmn,他是数学系的导师。,He is a tutor for the math department.
4262372,cmn,去年我是一个微积分学助教。,Last year I was a TA for calculus.
4262375,cmn,如果你有问题，请来我的办公室几小时。,"If you have questions, please come to my office hours."
4262377,cmn,每个星期二下午是这个教授的办公时间。,The professor has office hours every Tuesday afternoon.
4262379,cmn,数学喜欢证明事物。,Mathematicians love to prove things.
4262389,cmn,我的父母准备买一个新的光盘。,My parents are going to buy a new CD.
4262391,cmn,祝贺你,Congratulations!
4262606,cmn,你一個月讀幾本書？,How many books do you read per month?
4262609,cmn,他一個月賺多少？,How much does he earn per month?
4262610,cmn,他一個月花費多少？,How much does he spend per month?
4262611,cmn,一個月的租金多少？,How much is the rent per month?
4262698,cmn,這支鉛筆比那隻好。,This pencil is better than that one.
